Gene,NCT Link,Condition,Intervention,Phase,Institution,State,Start Date
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03570476,"['ATM Biallelic Inactivation', 'ATM Gene Mutation', 'ATM Monoallelic Inactivation', 'BRCA1 Biallelic Inactivation', 'BRCA1 Gene Mutation', 'BRCA2 Biallelic Inactivation', 'BRCA2 Gene Mutation', 'FANCA Biallelic Inactivation', 'Homologous Recombination Deficiency', 'PALB2 Biallelic Inactivation', 'PALB2 Gene Mutation', 'Prostate Adenocarcinoma Without Evidence of Neuroendocrine Differentiation', 'Stage I Prostate Cancer AJCC v8', 'Stage II Prostate Cancer AJCC v8', 'Stage IIA Prostate Cancer AJCC v8', 'Stage IIB Prostate Cancer AJCC v8', 'Stage IIC Prostate Cancer AJCC v8']","['Olaparib', 'Radical Prostatectomy']",Phase 2,['Fred Hutch/University of Washington Cancer Consortium'],['Washington'],"September 11, 2018"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03842228,"['Advanced Malignant Solid Neoplasm', 'ARID1A Gene Mutation', 'ATM Gene Mutation', 'ATRX Gene Mutation', 'BARD1 Gene Mutation', 'BRCA1 Gene Mutation', 'BRCA2 Gene Mutation', 'BRIP1 Gene Mutation', 'CDK12 Gene Mutation', 'CHEK1 Gene Mutation', 'CHEK2 Gene Mutation', 'FANCA Gene Mutation', 'FANCL Gene Mutation', 'Metastatic Malignant Solid Neoplasm', 'MRE11 Gene Mutation', 'MSH2 Gene Mutation', 'PALB2 Gene Mutation', 'PARP1 Gene Mutation', 'PIK3CA Gene Mutation', 'POLD1 Gene Mutation', 'PPP2R2A Gene Mutation', 'PTEN Gene Mutation', 'RAD51B Gene Mutation', 'RAD51C Gene Mutation', 'RAD51D Gene Mutation', 'RAD54L Gene Mutation', 'Unresectable Malignant Solid Neoplasm', 'XRCC2 Gene Mutation']","['Copanlisib', 'Copanlisib Hydrochloride', 'Durvalumab', 'Olaparib']",Phase 1,[],[],"August 12, 2019"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03586661,"['Deleterious BRCA1 Gene Mutation', 'Deleterious BRCA2 Gene Mutation', 'Endometrial Adenocarcinoma', 'High Grade Ovarian Serous Adenocarcinoma', 'Platinum-Resistant Ovarian Carcinoma', 'Primary Peritoneal High Grade Serous Adenocarcinoma', 'Progressive Disease', 'Recurrent Endometrial Carcinoma', 'Recurrent Fallopian Tube Carcinoma', 'Recurrent Ovarian Carcinoma', 'Recurrent Primary Peritoneal Carcinoma']","['Copanlisib', 'Niraparib']",Phase 1,['M D Anderson Cancer Center'],['Texas'],"April 29, 2019"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03432676,"['ATM Gene Mutation', 'Deleterious BRCA1 Gene Mutation', 'Deleterious BRCA2 Gene Mutation', 'Homologous Recombination Deficiency', 'Pancreatic Ductal Adenocarcinoma', 'Stage II Pancreatic Cancer AJCC v8', 'Stage IIA Pancreatic Cancer AJCC v8', 'Stage IIB Pancreatic Cancer AJCC v8', 'Stage III Pancreatic Cancer AJCC v8', 'Stage IV Pancreatic Cancer AJCC v8']","['Epacadostat', 'Pembrolizumab']",Phase 2,[],[],"July 31, 2019"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT04055038,"['Ovarian Cancer', 'Ovarian Neoplasms', 'Serous Adenocarcinoma', 'BRCA1 Mutation', 'BRCA2 Mutation', 'Chemotherapy']","['Platinum-Based Drug', 'Conventional chemotherapy']",Phase 2,['N.N. Blokhin Cancer Research Center'],[],"September 1, 2019"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03286842,"['HER2-ve Metastatic Breast Cancer', 'Germline BRCA1/2 Mutations', 'Somatic BRCA1/2 Mutations']",['Olaparib'],Phase 3,"['Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site', 'Research Site']","['Maryland', 'Mississippi', 'British Columbia', 'Ontario', 'Quebec']","January 17, 2018"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT04089189,['Ovarian Cancer'],['IMP4297'],Phase 2,[],[],September 2019
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03499353,['Early Breast Cancer'],['TALAZOPARIB'],Phase 2,"['Banner Gateway Medical Center', 'Banner MD Anderson Cancer Center', 'Arizona Oncology Associates, PC - HAL', 'Arizona Oncology Associates, PC - HAL', 'Arizona Oncology Associates, PC - HAL', 'Arizona Oncology Associates, PC - HAL', 'Arizona Oncology Associates, PC - HAL', 'Arizona Oncology Associates', 'Highlands Oncology Group', 'Highlands Oncology Group', 'PMK Medical Group Inc., dba Ventura County Hematology Oncology Specialists', 'UC Irvine Health Cancer Center - Newport', 'UC Irvine Health Cancer Center Newport Attn: Kevin Van', 'City of Hope (City of Hope National Medical Center, City of Hope Medical Center)', 'City of Hope Investigational Drug Services (IDS)', 'Breast Cancer Care Specialist, Inc.', 'OC Blood and Cancer Care', 'Orange Coast Memorial Medical Center', 'Glendale Adventist Medical Center', 'Breastlink Medical Group, Inc.', 'Coast Hematology-Oncology Associates', 'Long Beach Memorial Medical Center', 'UC Irvine Health', 'UC Irvine Medical Center', 'Breastlink Medical Group, Inc', 'PMK Medical Group Inc., dba Ventura County Hematology Oncology Specialists', 'Emad Ibrahim, MD, INC.', 'Cancer Research Collaboration, Inc', 'Stanford Cancer Institute', 'Stanford Hospital and Clinics', ""Stanford Women's Cancer Center"", 'PMK Medical Group Inc., dba Ventura County Hematology Oncology Specialists', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Rocky Mountain Cancer Centers', 'Innovative Medical Research of South Florida, Inc', 'Grady Health System', 'Emory University Hospital Midtown', 'Emory University Hospital', 'Investigational Drug Service', 'The Emory Clinic', 'Winship Cancer Institute', ""Emory Saint Joseph's Hospital"", 'Southeastern Regional Medical Center', 'Illinois Cancer Specialists', 'Rush University Medical Center', 'University of Illinois Hospital and Health Systems (Investigational Drug Pharmacy)', 'University of Illinois Hospital and Health Systems (Outpatient Care Center)', 'University of Illinois Hospital and Health Systems', 'Illinois Cancer Specialists', 'Hematology/Oncology Clinic, LLP', 'Baptist Cancer Center', 'Baptist Cancer Center', 'University of Mississippi Medical Center', 'University of Mississippi Medical Center', 'Baptist Cancer Center', 'Baptist Cancer Center', 'Baptist Cancer Center', 'Baptist Cancer Center', 'Summit Medical Group PA', ""St. Luke's Hospital - Warren Campus"", ""St. Luke's Warren Physician Group"", 'University of Toledo Medical Center (Drug Delivery)', 'University of Toledo Medical Center', 'Northwest Cancer Specialists, P.C.', 'Northwest Cancer Specialists, P.C.', 'Northwest Cancer Specialists, P.C.', 'Northwest Cancer Specialists, P.C.', ""St. Luke's Hematology Oncology Specialists"", ""St. Luke's Hospital - Allentown Campus"", ""St. Luke's Hematology Oncology Specialists"", ""St. Luke's Hospital - Bethlehem Campus"", ""St. Luke's Hospital - Miners Campus"", ""St Luke's Hospital - Anderson Campus"", ""St. Luke's Hospital - Anderson Campus"", 'Gettysburg Cancer Center', 'UPMC Hillman Cancer Center Mountainview Arnold Palmer Pavilion', 'UPMC Cancer Centers East Oxford Drive', 'Eastern Regional Medical Center, Inc.', 'Magee-Womens Hospital of UPMC', 'UPMC Hillman Cancer Center', 'UPMC Hillman Cancer Center North Hills at Passavant', 'UPMC Hillman Cancer Center UPMC Passavant', ""St. Luke's Hospital - Quakertown Campus"", ""St. Luke's Hospital - Monroe Campus"", 'UPMC Hillman Cancer Center Uniontown', 'UPMC Hillman Cancer Center Washington', 'Charleston Hematology Oncology Associates, PA', 'Avera Cancer Institute', 'Baptist Cancer Center', 'Baptist Cancer Center', 'Tennessee Cancer Specialists', 'Tennessee Cancer Specialists', 'Brig Center for Cancer Care and Survivorship', 'Tennessee Cancer Specialists', 'Baptist Cancer Center', 'Tennessee Cancer Specialists', 'Tennessee Cancer Specialists', 'Texas Oncology - Allen', 'Texas Oncology - Arlington North', 'Texas Oncology - Arlington South', 'Texas Oncology - Austin Midtown', 'Texas Oncology-Austin Central', 'Texas Oncology - South Austin', 'Texas Oncology-Baylor Charles A. Sammons Cancer Center', 'Texas Oncology-Denton South', 'Texas Oncology-Memorial City', 'The University of Texas MD Anderson Cancer Center', 'U.T. MD Anderson Cancer Center, Investigational Pharmacy Services - Unit 376', 'U.T. MD Anderson Cancer Center', 'US Oncology Investigational Product Center (IPC)', 'US Oncology Investigational Products Center (IPC)', 'US Oncology Investigational Products Center (IPC)', 'Texas Oncology - McKinney', 'Texas Oncology-New Braunfels', 'Texas Oncology-Plano West', 'Texas Oncology - Round Rock', 'Texas Oncology - San Antonio Medical Center', 'Virginia Oncology Associates', 'Virginia Oncology Associates', 'Virginia Oncology Associates', 'Virginia Oncology Associates', 'Virginia Oncology Associates', 'Northwest Cancer Specialists, P.C.', 'Northwest Cancer Specialists, P.C.', 'University of Wisconsin Clinical Science Center', 'UW Health University Hospital - Pharmaceutical Research Center']","['Arizona', 'Arizona', 'Arizona', 'Arizona', 'Arizona', 'Arizona', 'Arizona', 'Arizona', 'Arkansas', 'Arkansas', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'California', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Colorado', 'Florida', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Georgia', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Illinois', 'Louisiana', 'Mississippi', 'Mississippi', 'Mississippi', 'Mississippi', 'Mississippi', 'Mississippi', 'Mississippi', 'Mississippi', 'New Jersey', 'New Jersey', 'New Jersey', 'Ohio', 'Ohio', 'Oregon', 'Oregon', 'Oregon', 'Oregon', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'Pennsylvania', 'South Carolina', 'South Dakota', 'Tennessee', 'Tennessee', 'Tennessee', 'Tennessee', 'Tennessee', 'Tennessee', 'Tennessee', 'Tennessee', 'Tennessee', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Texas', 'Virginia', 'Virginia', 'Virginia', 'Virginia', 'Virginia', 'Washington', 'Washington', 'Wisconsin', 'Wisconsin']","August 27, 2018"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03933761,"['Ovarian Cancer', 'Carcinosarcoma']",['Pamiparib'],Phase 2,['Peter MacCallum Cancer Centre'],['Victoria'],"July 29, 2019"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT04038502,"['Metastatic Castrate Resistant Prostate Cancer', 'BRCA1, BRCA2, PALB2 Genetic Mutations']","['Carboplatin', 'Docetaxel']",Phase 2,"['VA Greater Los Angeles Healthcare System, West Los Angeles, CA', 'Jesse Brown VA Medical Center, Chicago, IL', 'VA Ann Arbor Healthcare System, Ann Arbor, MI', 'James J. Peters VA Medical Center, Bronx, NY', 'Manhattan Campus of the VA NY Harbor Healthcare System, New York, NY', 'VA Puget Sound Health Care System Seattle Division, Seattle, WA']","['California', 'Illinois', 'Michigan', 'New York', 'New York', 'Washington']","October 1, 2019"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03162276,['Hereditary Breast and Ovarian Cancer Syndrome'],"['Inquiry Based Stress Reduction (IBSR) program', 'Control']",Phase 3,"['Eitan Friedman', 'Sheba Medical Center']",[],"July 1, 2017"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03509636,['Ovarian Cancer'],['Fluzoparib'],Phase 2,['Cancer Hospital Chinese Academy of Medical Sciences'],['Beijing'],"April 4, 2018"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03344965,"['Metastatic Breast Cancer', 'Invasive Breast Cancer', 'Somatic Mutation Breast Cancer (BRCA1)', 'Somatic Mutation Breast Cancer (BRCA2)', 'CHEK2 Gene Mutation', 'ATM Gene Mutation', 'PALB2 Gene Mutation', 'RAD51 Gene Mutation', 'BRIP1 Gene Mutation', 'NBN Gene Mutation']",['Olaparib'],Phase 2,"['University of Alabama at Birmingham', 'University of California, San Francisco', 'University of Chicago', 'Indiana University', 'Johns Hopkins University', 'Beth Israel Deaconess Medical Center', ""Brigham and Women's Hospital"", 'Dana-Farber Cancer Institute', 'Memorial Sloan Kettering Cancer Center', 'Duke University', 'University of Pennsylvania', 'University of Pittsburgh']","['Alabama', 'California', 'Illinois', 'Indiana', 'Maryland', 'Massachusetts', 'Massachusetts', 'Massachusetts', 'New York', 'North Carolina', 'Pennsylvania', 'Pennsylvania']","April 1, 2018"
BRCA1,https://clinicaltrials.gov/ct2/show/NCT03140670,['Pancreatic Cancer'],['RUCAPARIB'],Phase 2,['Abramson Cancer Center of the University of Pennsylvania'],['Pennsylvania'],"June 30, 2017"
BRCA2,https://clinicaltrials.gov/ct2/show/NCT02953457,"['BRCA1 Gene Mutation', 'BRCA2 Gene Mutation', 'Ovarian Serous Adenocarcinoma', 'Recurrent Fallopian Tube Carcinoma', 'Recurrent Ovarian Carcinoma', 'Recurrent Primary Peritoneal Carcinoma']","['Durvalumab', 'Laboratory Biomarker Analysis', 'Olaparib', 'Tremelimumab']",Phase 2,"['Roswell Park Cancer Institute', 'The Feinstein Institute for Medical Research/Lennox Hill Hospital']","['New York', 'New York']","June 29, 2017"
BRCA2,https://clinicaltrials.gov/ct2/show/NCT03382574,"['BRCA1 Gene Mutation', 'BRCA2 Gene Mutation', 'Premenopausal']","['Denosumab', 'Salpingo-Oophorectomy']",Early Phase 1,"['Moffitt Cancer Center', ""Brigham and Women's Hospital"", 'Dana-Farber Cancer Institute', 'NYP/Columbia University Medical Center/Herbert Irving Comprehensive Cancer Center', 'NYP/Weill Cornell Medical Center', 'M D Anderson Cancer Center', 'Tel Aviv Sourasky Medical Center', 'Chaim Sheba Medical Center']","['Florida', 'Massachusetts', 'Massachusetts', 'New York', 'New York', 'Texas']","March 14, 2019"
BRCA2,https://clinicaltrials.gov/ct2/show/NCT03329937,"['Human Epidermal Growth Factor 2 Negative Carcinoma of Breast', 'BRCA1 Gene Mutation', 'BRCA2 Gene Mutation']",['Niraparib'],Phase 1,"['Pacific Shores Medical Oncology', 'Florida Cancer Specialists- South', 'Memorial Health Care System', 'Moffitt Cancer Center', 'Sidney Kimmel Comprehensive Cancer Center at John Hopkins', 'Massachusetts General Hospital', 'Mayo Clinic', 'Icahn School of Medicine at Mount Sinai', 'Providence Portland Medical center', 'Tennessee Oncology', 'Baylor College of Medicine']","['California', 'Florida', 'Florida', 'Florida', 'Maryland', 'Massachusetts', 'Minnesota', 'New York', 'Oregon', 'Tennessee', 'Texas']","April 19, 2018"
BRCA2,https://clinicaltrials.gov/ct2/show/NCT03544983,"['BRCA1 Mutation', 'BRCA2 Mutation']",['Web + Streamlined Telephone Genetic Counseling'],Not Applicable,"['Georgetown University Medical Center/Lombardi Comprehensive Cancer Center', 'George Washington University']","['District of Columbia', 'District of Columbia']","December 1, 2019"
BRCA2,https://clinicaltrials.gov/ct2/show/NCT03570125,"['BRCA1 Mutation', 'BRCA2 Mutation']",['Prolon'],Not Applicable,['AOUP Paolo Giaccone'],[],"June 1, 2018"
BRCA2,https://clinicaltrials.gov/ct2/show/NCT03470402,"['Breast Cancer', 'BRCA1 Mutation', 'BRCA2 Mutation', 'Ovarian Cancer']","['RealRisks', 'BNAV', 'iNYP', 'Standard Educational Material', 'High-Risk Message']",Not Applicable,['Columbia University Medical Center'],['New York'],"December 13, 2017"
BRCA2,https://clinicaltrials.gov/ct2/show/NCT03032614,"['Breast Cancer Stage IV', 'Ovarian Cancer', 'BRCA1 Mutation', 'BRCA2 Mutation']","['Carboplatin', 'Eribulin', 'Veliparib']",Phase 2,[],[],"September 30, 2017"
BRCA2,https://clinicaltrials.gov/ct2/show/NCT03546972,"['Deleterious BRCA1 Gene Mutation', 'Deleterious BRCA2 Gene Mutation', 'Ductal Breast Carcinoma In Situ', 'Obesity', 'Overweight', 'Premalignant Lesion']","['Behavioral, Psychological or Informational Intervention', 'Behavioral, Psychological or Informational Intervention', 'Questionnaire Administration']",Not Applicable,['M D Anderson Cancer Center'],['Texas'],"December 17, 2017"
BRCA2,https://clinicaltrials.gov/ct2/show/NCT04042831,"['ARID1A Gene Mutation', 'ATM Gene Mutation', 'ATR Gene Mutation', 'Bile Duct Adenocarcinoma', 'BRCA1 Gene Mutation', 'BRCA2 Gene Mutation', 'BRIP1 Gene Mutation', 'CHEK2 Gene Mutation', 'EMSY Gene Mutation', 'Fanconi Anemia Complementation Group Gene Mutation', 'Metastatic Bile Duct Carcinoma', 'MRE11 Gene Mutation', 'NBN Gene Mutation', 'PALB2 Gene Mutation', 'PTEN Gene Deletion', 'RAD51 Gene Mutation']",['Olaparib'],Phase 2,"['Mayo Clinic in Arizona', 'Dana-Farber Cancer Institute', 'Mayo Clinic', 'Memorial Sloan Kettering Cancer Center', 'M D Anderson Cancer Center']","['Arizona', 'Massachusetts', 'Minnesota', 'New York', 'Texas']","September 30, 2019"
